GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0050767	regulation of neurogenesis	1.02e-04	1.02e-04	1	EPHA3,NGFR,NEDD4,CRMP1,NRCAM,SEMA6A,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,TNFRSF8,BMP2,SERPINF1,DLG4,LRP4,DTX1,ITM2C,ZNF365,SEMA7A,APP,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,THY1,FZD1,SKI,NBL1,HEYL,ISLR2,COL3A1,SDC2,NR2F1,CDK5R1,SOX11,NOG,ROBO2,TCF4,LPAR1,ARC
GO:0050769	positive regulation of neurogenesis	7.97e-03	7.97e-03	1	EPHA3,NGFR,NRCAM,SEMA6A,PTK7,SEMA5A,DPYSL3,BMP2,SERPINF1,DLG4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,ZEB1,PTPRD,FZD1,NBL1,HEYL,ISLR2,SOX11,ROBO2,TCF4
GO:0050768	negative regulation of neurogenesis	2.49e-04	2.49e-04	1	NGFR,CRMP1,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,DTX1,ITM2C,ZNF365,SLIT2,SPOCK1,THY1,SKI,COL3A1,NR2F1,SOX11,NOG,LPAR1
GO:0045664	regulation of neuron differentiation	1.60e-04	1.60e-04	1	EPHA3,NGFR,NEDD4,CRMP1,NRCAM,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,TNFRSF8,BMP2,DLG4,LRP4,DTX1,ITM2C,ZNF365,SEMA7A,SLIT2,NTRK2,ZEB1,LRRC4C,SPOCK1,PTPRD,THY1,FZD1,NBL1,HEYL,ISLR2,SDC2,NR2F1,CDK5R1,SOX11,ROBO2,TCF4,LPAR1,ARC
GO:0045665	negative regulation of neuron differentiation	1.67e-03	1.67e-03	1	NGFR,CRMP1,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,DTX1,ITM2C,ZNF365,SLIT2,SPOCK1,THY1,NR2F1,LPAR1
GO:0010975	regulation of neuron projection development	5.95e-04	5.95e-04	1	EPHA3,NGFR,NEDD4,CRMP1,NRCAM,ABL1,PTK7,SEMA5A,DPYSL3,RTN4,TNFRSF8,DLG4,LRP4,ITM2C,ZNF365,SEMA7A,SLIT2,NTRK2,LRRC4C,SPOCK1,PTPRD,THY1,FZD1,ISLR2,SDC2,NR2F1,CDK5R1,ROBO2,LPAR1,ARC
GO:0010977	negative regulation of neuron projection development	3.67e-04	3.67e-04	1	NGFR,CRMP1,SEMA5A,DPYSL3,RTN4,TNFRSF8,LRP4,ITM2C,ZNF365,SLIT2,SPOCK1,THY1,NR2F1,LPAR1
GO:0032231	regulation of actin filament bundle assembly	4.01e-02	4.01e-02	1	ABL1,SFRP1,CTGF,TGFB3,TPM1,PHLDB2,DLC1,SYNPO2,LPAR1,ARHGEF15
GO:0051492	regulation of stress fiber assembly	4.56e-02	4.56e-02	1	ABL1,SFRP1,CTGF,TGFB3,TPM1,PHLDB2,DLC1,LPAR1,ARHGEF15
GO:0032233	positive regulation of actin filament bundle assembly	2.78e-02	2.78e-02	1	ABL1,SFRP1,CTGF,TGFB3,TPM1,SYNPO2,LPAR1,ARHGEF15
GO:0051496	positive regulation of stress fiber assembly	3.50e-02	3.50e-02	1	ABL1,SFRP1,CTGF,TGFB3,TPM1,LPAR1,ARHGEF15
GO:0048812	neuron projection morphogenesis	8.01e-06	8.01e-06	1	FYN,GPC1,NGFR,NEDD4,MAP4K4,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,CNTNAP1,SEMA5A,RTN4,NRP2,TNFRSF8,NRK,PLCG1,DLG4,DCLK1,LRP4,ZNF365,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,FARP1,PTPRD,THY1,NBL1,SPON2,NTNG1,ISLR2,SDC2,CDK5R1,SLIT3,ROBO2,PDLIM7,ARC,DOK6,TUBB3
GO:0007409	axonogenesis	8.01e-05	8.01e-05	1	FYN,GPC1,NGFR,GLI2,SEMA3C,EPYC,NRCAM,SEMA6A,ABL1,OGN,CXCL12,SEMA5A,RTN4,NRP2,TNFRSF8,PLCG1,LRP4,SEMA7A,APP,SLIT2,NTRK2,LRRC4C,FEZ1,GFRA1,THY1,SPON2,NTNG1,ISLR2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0050770	regulation of axonogenesis	5.89e-03	5.89e-03	1	NGFR,NRCAM,ABL1,SEMA5A,RTN4,LRP4,SEMA7A,SLIT2,NTRK2,LRRC4C,THY1,ISLR2,ROBO2
GO:0050772	positive regulation of axonogenesis	2.50e-02	2.50e-02	1	NGFR,SEMA5A,SEMA7A,SLIT2,NTRK2,ISLR2,ROBO2
GO:0050771	negative regulation of axonogenesis	1.98e-02	1.98e-02	1	NGFR,SEMA5A,RTN4,LRP4,SLIT2,THY1
GO:0097485	neuron projection guidance	2.33e-04	2.33e-04	1	FYN,GPC1,NGFR,GLI2,SEMA3C,SEMA6A,CXCL12,SEMA5A,NRP2,TNFRSF8,PLCG1,APP,SLIT2,FEZ1,GFRA1,SPON2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0007411	axon guidance	2.33e-04	2.33e-04	1	FYN,GPC1,NGFR,GLI2,SEMA3C,SEMA6A,CXCL12,SEMA5A,NRP2,TNFRSF8,PLCG1,APP,SLIT2,FEZ1,GFRA1,SPON2,CDK5R1,SLIT3,ROBO2,PDLIM7,DOK6,TUBB3
GO:0010543	regulation of platelet activation	2.29e-02	2.29e-02	1	PDGFRA,PDPN,C1QTNF1,SELP,THBD,PRKG1
GO:0010544	negative regulation of platelet activation	4.40e-02	4.40e-02	1	PDGFRA,C1QTNF1,THBD,PRKG1
GO:0045666	positive regulation of neuron differentiation	1.39e-02	1.39e-02	1	EPHA3,NGFR,NRCAM,PTK7,SEMA5A,DPYSL3,BMP2,DLG4,SEMA7A,SLIT2,NTRK2,ZEB1,PTPRD,FZD1,NBL1,HEYL,ISLR2,SOX11,ROBO2,TCF4
GO:0090025	regulation of monocyte chemotaxis	4.11e-02	4.11e-02	1	SERPINE1,CXCL12,SLIT2,NBL1,GREM1
GO:0048675	axon extension	3.57e-02	3.57e-02	1	NRCAM,ABL1,SEMA5A,RTN4,NRP2,SEMA7A,SLIT2,ISLR2,SLIT3
GO:0045620	negative regulation of lymphocyte differentiation	1.96e-02	1.96e-02	1	SFRP1,GLI3,TNFSF4,INHBA,BMP4,RUNX1,SOCS5
GO:0090027	negative regulation of monocyte chemotaxis	6.31e-03	6.31e-03	1	SLIT2,NBL1,GREM1
GO:0010469	regulation of signaling receptor activity	4.90e-04	4.90e-04	1	CACNG4,SERPINE1,PDE4D,ERRFI1,PLAU,DLG4,APP,ITGB1,ADRA2A,HEYL,GREM1,NLGN2,SOCS5,NOG,DAPK1
GO:0019932	second-messenger-mediated signaling	3.61e-03	3.61e-03	1	IGF1,CALCRL,INPP5A,PTHLH,JPH4,RASD2,DMPK,PDE4D,PKD2,PLCG1,PTGER2,EDN2,KDR,APLNR,CD36,AGT,THBS1,JPH2,ADRA2A,CACNA1C,PTGIR,VCAM1,AKAP13,RCAN2,SELP,SPHK1,GNG2,PDE2A,MC1R
GO:0019935	cyclic-nucleotide-mediated signaling	3.20e-02	3.20e-02	1	CALCRL,PTHLH,RASD2,PDE4D,PTGER2,APLNR,CD36,THBS1,ADRA2A,PTGIR,AKAP13,GNG2,PDE2A,MC1R
GO:0019934	cGMP-mediated signaling	4.48e-02	4.48e-02	1	CD36,THBS1,PDE2A
GO:0046660	female sex differentiation	3.16e-02	3.16e-02	1	PTPRN,INHBA,PDGFRA,SLIT2,KIT,SLIT3,ROBO2
GO:0046545	development of primary female sexual characteristics	1.30e-02	1.30e-02	1	PTPRN,INHBA,PDGFRA,SLIT2,KIT,SLIT3,ROBO2
GO:0042698	ovulation cycle	3.70e-04	3.70e-04	1	PTPRN,TGFB3,INHBA,PDGFRA,SLIT2,SLIT3,ROBO2
GO:0022602	ovulation cycle process	1.61e-04	1.61e-04	1	PTPRN,TGFB3,INHBA,PDGFRA,SLIT2,SLIT3,ROBO2
GO:0008406	gonad development	4.59e-02	4.59e-02	1	PTPRN,TCF21,INHBA,WNT2B,PDGFRA,SLIT2,KIT,BASP1,SLIT3,ROBO2
GO:0008585	female gonad development	1.10e-02	1.10e-02	1	PTPRN,INHBA,PDGFRA,SLIT2,KIT,SLIT3,ROBO2
GO:0001553	luteinization	6.31e-03	6.31e-03	1	PTPRN,INHBA,PDGFRA
GO:0001554	luteolysis	2.01e-03	2.01e-03	1	SLIT2,SLIT3,ROBO2
GO:0061364	apoptotic process involved in luteolysis	2.01e-03	2.01e-03	1	SLIT2,SLIT3,ROBO2
GO:0060191	regulation of lipase activity	3.59e-03	3.59e-03	1	FGFR3,ABL1,PCSK5,PDGFRB,LRP1,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPL,LPAR1,ANXA8
GO:0010517	regulation of phospholipase activity	2.23e-03	2.23e-03	1	FGFR3,ABL1,PDGFRB,LRP1,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1,ANXA8
GO:1900274	regulation of phospholipase C activity	8.01e-03	8.01e-03	1	ABL1,PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0010518	positive regulation of phospholipase activity	3.04e-02	3.04e-02	1	FGFR3,PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0010863	positive regulation of phospholipase C activity	2.22e-02	2.22e-02	1	PDGFRB,PLCG1,PDGFRA,NTRK2,EDNRA,KIT,LPAR1
GO:0044273	sulfur compound catabolic process	1.04e-03	1.04e-03	1	DCN,VCAN,GGT5,OGN,FMOD,OMD,LUM,ACAN,CSPG4,BGN
GO:1901136	carbohydrate derivative catabolic process	8.19e-06	8.19e-06	1	DCN,VCAN,GPC1,OGN,PDE4D,SDC1,FMOD,NUDT10,OMD,LYVE1,TMEM2,NT5E,PDE5A,LUM,HSPG2,ADAMTS12,ACAN,CDA,ADAMTS9,SDC2,CSPG4,BGN,GPC6,PDE2A,NUDT11
GO:0044272	sulfur compound biosynthetic process	1.29e-03	1.29e-03	1	DCN,VCAN,GGT5,OGN,DSE,FMOD,CHST3,CHPF,OMD,CHSY1,GSTM5,LUM,ACSL1,ANGPT1,ACAN,DSEL,CSPG4,CHST15,BGN,CHSY3,PAPSS2
GO:0006022	aminoglycan metabolic process	4.43e-10	4.43e-10	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,TMEM2,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,ACAN,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:0006023	aminoglycan biosynthetic process	3.64e-11	3.64e-11	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,ACAN,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:0006026	aminoglycan catabolic process	2.31e-06	2.31e-06	1	DCN,VCAN,GPC1,OGN,SDC1,FMOD,OMD,LYVE1,TMEM2,LUM,HSPG2,ACAN,SDC2,CSPG4,BGN,GPC6
GO:0030203	glycosaminoglycan metabolic process	1.13e-10	1.13e-10	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,B3GAT1,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,TMEM2,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,ACAN,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:1903510	mucopolysaccharide metabolic process	3.01e-07	3.01e-07	1	DCN,VCAN,OGN,B3GAT1,DSE,FMOD,CHST3,CHPF,OMD,CHSY1,LYVE1,TMEM2,LUM,ANGPT1,ACAN,HAS2,DSEL,CSPG4,CHST15,BGN,CHSY3
GO:0006027	glycosaminoglycan catabolic process	6.89e-07	6.89e-07	1	DCN,VCAN,GPC1,OGN,SDC1,FMOD,OMD,LYVE1,TMEM2,LUM,HSPG2,ACAN,SDC2,CSPG4,BGN,GPC6
GO:0042340	keratan sulfate catabolic process	2.91e-03	2.91e-03	1	OGN,FMOD,OMD,LUM,ACAN
GO:0006024	glycosaminoglycan biosynthetic process	3.11e-11	3.11e-11	1	DCN,VCAN,GPC1,NDST1,XYLT1,OGN,DSE,SDC1,FMOD,CHST3,CHPF,OMD,CHSY1,GALNT5,LUM,HSPG2,HS2ST1,ANGPT1,ACAN,SDC2,HAS2,DSEL,CSPG4,CHST15,EXT1,BGN,GPC6,CHSY3
GO:0009261	ribonucleotide catabolic process	2.99e-02	2.99e-02	1	PDE4D,NUDT10,PDE5A,PDE2A,NUDT11
GO:0009100	glycoprotein metabolic process	1.03e-03	1.03e-03	1	DCN,EXTL3,IGF1,VCAN,GPC1,NDST1,ITM2A,XYLT1,B3GAT1,DSE,MAN1C1,MUC5B,CHST3,CHPF,GFPT2,CHSY1,ITM2C,GALNT5,CCL21,ST6GAL2,ADAMTS12,DPY19L4,ADAMTS9,GALNT10,MGAT5B,DSEL,GXYLT2,CSPG4,CHST15,EXT1,BGN,ST6GALNAC3,SULF2,CHSY3
GO:0006029	proteoglycan metabolic process	6.97e-09	6.97e-09	1	DCN,EXTL3,IGF1,VCAN,GPC1,NDST1,XYLT1,B3GAT1,DSE,CHST3,CHPF,CHSY1,ADAMTS12,DSEL,CSPG4,CHST15,EXT1,BGN,SULF2,CHSY3
GO:0050654	chondroitin sulfate proteoglycan metabolic process	1.50e-05	1.50e-05	1	DCN,VCAN,XYLT1,B3GAT1,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0050655	dermatan sulfate proteoglycan metabolic process	1.49e-03	1.49e-03	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0030201	heparan sulfate proteoglycan metabolic process	1.19e-02	1.19e-02	1	EXTL3,GPC1,NDST1,XYLT1,EXT1,SULF2
GO:0009101	glycoprotein biosynthetic process	6.34e-04	6.34e-04	1	DCN,EXTL3,IGF1,VCAN,NDST1,ITM2A,XYLT1,B3GAT1,DSE,MAN1C1,MUC5B,CHST3,CHPF,GFPT2,CHSY1,ITM2C,GALNT5,CCL21,ST6GAL2,DPY19L4,GALNT10,MGAT5B,DSEL,GXYLT2,CSPG4,CHST15,EXT1,BGN,ST6GALNAC3,CHSY3
GO:0030166	proteoglycan biosynthetic process	2.27e-08	2.27e-08	1	DCN,EXTL3,IGF1,VCAN,NDST1,XYLT1,B3GAT1,DSE,CHST3,CHPF,CHSY1,DSEL,CSPG4,CHST15,EXT1,BGN,CHSY3
GO:0050651	dermatan sulfate proteoglycan biosynthetic process	1.04e-03	1.04e-03	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process	1.22e-06	1.22e-06	1	DCN,VCAN,XYLT1,B3GAT1,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0030204	chondroitin sulfate metabolic process	4.16e-05	4.16e-05	1	DCN,VCAN,B3GAT1,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0030207	chondroitin sulfate catabolic process	2.86e-02	2.86e-02	1	DCN,VCAN,CSPG4,BGN
GO:0030206	chondroitin sulfate biosynthetic process	9.49e-06	9.49e-06	1	DCN,VCAN,CHST3,CHPF,CHSY1,CSPG4,CHST15,BGN,CHSY3
GO:0030205	dermatan sulfate metabolic process	4.55e-04	4.55e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0030208	dermatan sulfate biosynthetic process	2.79e-04	2.79e-04	1	DCN,VCAN,DSE,DSEL,CSPG4,BGN
GO:0006195	purine nucleotide catabolic process	4.91e-02	4.91e-02	1	PDE4D,NUDT10,NT5E,PDE5A,PDE2A,NUDT11
GO:0009154	purine ribonucleotide catabolic process	2.50e-02	2.50e-02	1	PDE4D,NUDT10,PDE5A,PDE2A,NUDT11
GO:0050673	epithelial cell proliferation	1.61e-07	1.61e-07	1	IGF1,SNAI2,FLT4,PTPRN,NGFR,FAP,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,RTN4,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,LOXL2,APLNR,THBS1,FGF7,EPHA2,ECM1,SFRP2,CASK,VEGFC,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,CD34,SOX11,EGR3
GO:0001935	endothelial cell proliferation	2.49e-04	2.49e-04	1	FLT4,NGFR,CAV1,SEMA5A,SPARC,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,LOXL2,APLNR,THBS1,ECM1,VEGFC,SCG2,EGFL7,CD34,EGR3
GO:0050678	regulation of epithelial cell proliferation	1.17e-06	1.17e-06	1	IGF1,SNAI2,FLT4,PTPRN,NGFR,LAMB1,SFRP1,CDK6,CAV1,SEMA5A,SPARC,RTN4,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,APLNR,THBS1,FGF7,ECM1,SFRP2,CASK,VEGFC,BMP6,FZD7,KRT4,MCC,SCG2,EGFL7,SOX11,EGR3
GO:0001936	regulation of endothelial cell proliferation	7.37e-04	7.37e-04	1	FLT4,NGFR,CAV1,SEMA5A,SPARC,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,APLNR,THBS1,ECM1,VEGFC,SCG2,EGFL7,EGR3
GO:0061469	regulation of type B pancreatic cell proliferation	1.30e-02	1.30e-02	1	PTPRN,SFRP1,NR4A1
GO:0050679	positive regulation of epithelial cell proliferation	6.70e-07	6.70e-07	1	IGF1,FLT4,PTPRN,LAMB1,SFRP1,SEMA5A,RTN4,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,APLNR,FGF7,ECM1,VEGFC,BMP6,FZD7,SCG2,EGFL7,SOX11,EGR3
GO:0001938	positive regulation of endothelial cell proliferation	8.46e-05	8.46e-05	1	FLT4,SEMA5A,F3,NRP2,PGF,TEK,NR4A1,PLCG1,BMP4,BMP2,KDR,APLNR,ECM1,VEGFC,SCG2,EGFL7,EGR3
GO:0072678	T cell migration	4.36e-02	4.36e-02	1	CXCL12,LRCH1,CCL21,APP,S1PR1,C10ORF99,APOD
GO:2000404	regulation of T cell migration	2.29e-02	2.29e-02	1	CXCL12,LRCH1,CCL21,APP,C10ORF99,APOD
GO:0060021	roof of mouth development	8.96e-04	8.96e-04	1	SNAI2,TCF21,TGFB3,INHBA,FOXF2,SKI,TGFBR2,SOX11,CLDN5
GO:0006721	terpenoid metabolic process	2.86e-02	2.86e-02	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,GPC6,ALDH1A3
GO:0016101	diterpenoid metabolic process	1.49e-02	1.49e-02	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,GPC6,ALDH1A3
GO:0001523	retinoid metabolic process	1.27e-02	1.27e-02	1	CYP26B1,GPC1,RARRES2,SDC1,LRP1,ALDH1A2,CYP1B1,HSPG2,SDC2,GPC6,ALDH1A3
GO:0050901	leukocyte tethering or rolling	2.99e-02	2.99e-02	1	CXCL12,CCL21,ITGB1,VCAM1,SELP
GO:0007389	pattern specification process	1.04e-03	1.04e-03	1	CYP26B1,GLI2,CHRD,PCSK5,SFRP1,MDFI,PKD2,BMP4,BMP2,SMO,WNT2B,LRP4,NKD1,CRB2,SKI,NBL1,TGFBR2,GREM1,SIX2,SOSTDC1,BASP1,NOG,ROBO2
GO:0003002	regionalization	3.00e-05	3.00e-05	1	CYP26B1,GLI2,CHRD,PCSK5,SFRP1,MDFI,BMP4,BMP2,SMO,WNT2B,LRP4,NKD1,CRB2,SKI,NBL1,GREM1,SIX2,SOSTDC1,BASP1,NOG,ROBO2
GO:0009952	anterior/posterior pattern specification	3.06e-02	3.06e-02	1	PCSK5,BMP4,BMP2,NKD1,CRB2,SKI,SIX2,BASP1,NOG
GO:0009953	dorsal/ventral pattern formation	1.33e-03	1.33e-03	1	GLI2,CHRD,SFRP1,MDFI,LRP4,NBL1,GREM1,SOSTDC1,NOG
GO:0048262	determination of dorsal/ventral asymmetry	4.48e-02	4.48e-02	1	NBL1,GREM1,SOSTDC1
GO:0048263	determination of dorsal identity	3.22e-02	3.22e-02	1	NBL1,GREM1,SOSTDC1
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway	2.29e-02	2.29e-02	1	SFRP1,FOXP1,TCF21,DAB2,HEYL,KANK2
GO:0060766	negative regulation of androgen receptor signaling pathway	2.91e-03	2.91e-03	1	SFRP1,FOXP1,TCF21,DAB2,HEYL
GO:0002576	platelet degranulation	3.91e-06	3.91e-06	1	IGF1,HGF,ACTN1,TIMP3,SERPINE1,RARRES2,VWF,SPARC,FN1,TGFB3,F13A1,ISLR,CD36,THBS1,MMRN1,APP,ECM1,VEGFC,CLEC3B,IGF2,SELP,CFD,F5
GO:0035637	multicellular organismal signaling	4.73e-02	4.73e-02	1	CACNA1G,CACNG4,DMPK,CAV1,CNTNAP1,PDE4D,ITPR2,ATP1B2,AGT,CORIN,CACNA1C,GJA1,KCNK3,GJC1,CACNA1H
GO:0003357	noradrenergic neuron differentiation	3.22e-02	3.22e-02	1	SOX4,HAND2,SOX11
GO:0048009	insulin-like growth factor receptor signaling pathway	1.98e-03	1.98e-03	1	IGF1,GHR,IGFBP5,BMP2,CILP,IGFBP4,IGFBP6,IRS1
GO:0043567	regulation of insulin-like growth factor receptor signaling pathway	7.83e-03	7.83e-03	1	IGF1,IGFBP5,BMP2,CILP,IGFBP4,IGFBP6
GO:0043569	negative regulation of insulin-like growth factor receptor signaling pathway	4.48e-02	4.48e-02	1	IGFBP5,BMP2,CILP
GO:1901184	regulation of ERBB signaling pathway	4.89e-02	4.89e-02	1	RHBDF1,RTN4,ERRFI1,AGT,SPRY2,APP,ADRA2A,SPRY1,SOCS5,ITGA1
GO:0007435	salivary gland morphogenesis	4.48e-02	4.48e-02	1	SNAI2,HGF,TGFB3
GO:0071772	response to BMP	1.10e-07	1.10e-07	1	FSTL3,CHRD,ZNF423,SFRP1,DLX5,SFRP4,TGFB3,SMAD9,ACVR2A,RUNX2,BMP4,BMP2,ADAMTS7,CYR61,CRB2,ADAMTS12,BMP6,SKI,NBL1,FSTL1,FBN1,GREM1,HTRA3,SOSTDC1,SOX11,NOG
GO:0051348	negative regulation of transferase activity	2.14e-02	2.14e-02	1	DCN,TRIB2,ABL1,CDK6,CAV1,ASPN,ERRFI1,RGS4,DUSP1,BMP4,LRRC4B,PODNL1,LRRC4C,LATS2,THY1,CAMK2N1,SPRED1,PKIA,SOCS5,LRRC15,PODN,BGN,FLRT2,SPRED2
GO:0031400	negative regulation of protein modification process	2.91e-03	2.91e-03	1	DCN,TRIB2,FBLN1,SEMA6A,ABL1,TIMP3,SFRP1,CDK6,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,TWIST1,PMEPA1,SOX4,BMP4,LRRC4B,PODNL1,SPRY2,EMILIN1,SLIT2,SFRP2,LRRC4C,LATS2,PID1,THY1,CAMK2N1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2
GO:0010563	negative regulation of phosphorus metabolic process	6.35e-05	6.35e-05	1	DCN,TRIB2,FBLN1,SEMA6A,ABL1,TIMP3,SFRP1,CDK6,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPOCD1,SPRY2,SYTL2,EMILIN1,SLIT2,SFRP2,LRRC4C,LATS2,FARP1,PID1,THY1,CDA,CAMK2N1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2,ELFN1
GO:0045936	negative regulation of phosphate metabolic process	6.02e-05	6.02e-05	1	DCN,TRIB2,FBLN1,SEMA6A,ABL1,TIMP3,SFRP1,CDK6,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPOCD1,SPRY2,SYTL2,EMILIN1,SLIT2,SFRP2,LRRC4C,LATS2,FARP1,PID1,THY1,CDA,CAMK2N1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2,ELFN1
GO:0042326	negative regulation of phosphorylation	2.10e-05	2.10e-05	1	DCN,TRIB2,FBLN1,SEMA6A,ABL1,TIMP3,SFRP1,CDK6,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,INHBA,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPRY2,EMILIN1,SLIT2,SFRP2,LRRC4C,LATS2,PID1,THY1,CAMK2N1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2
GO:0033673	negative regulation of kinase activity	6.16e-03	6.16e-03	1	DCN,TRIB2,ABL1,CDK6,CAV1,ASPN,ERRFI1,RGS4,DUSP1,BMP4,LRRC4B,PODNL1,LRRC4C,LATS2,THY1,CAMK2N1,SPRED1,PKIA,SOCS5,LRRC15,PODN,BGN,FLRT2,SPRED2
GO:0001933	negative regulation of protein phosphorylation	9.23e-06	9.23e-06	1	DCN,TRIB2,FBLN1,SEMA6A,ABL1,TIMP3,SFRP1,CDK6,CAV1,ASPN,PDE4D,ERRFI1,RGS4,DUSP1,TWIST1,PMEPA1,BMP4,LRRC4B,PODNL1,SPRY2,EMILIN1,SLIT2,SFRP2,LRRC4C,LATS2,PID1,THY1,CAMK2N1,SPRY1,DACT1,SPRED1,GREM1,PKIA,SOCS5,LRRC15,PODN,MYADM,BGN,NOG,FLRT2,ENPP1,SPRED2
GO:0006469	negative regulation of protein kinase activity	2.57e-03	2.57e-03	1	DCN,TRIB2,ABL1,CDK6,CAV1,ASPN,ERRFI1,RGS4,DUSP1,BMP4,LRRC4B,PODNL1,LRRC4C,LATS2,THY1,CAMK2N1,SPRED1,PKIA,SOCS5,LRRC15,PODN,BGN,FLRT2,SPRED2
GO:0071559	response to transforming growth factor beta	3.90e-06	3.90e-06	1	DKK3,FERMT2,BAMBI,MXRA5,SFRP1,CAV1,ASPN,FNDC4,LTBP2,TGFB3,FMOD,PMEPA1,THBS1,EMILIN1,CILP,TGFB1I1,DAB2,SKI,TGFBR2,CLEC3B,COL1A2,FBN1,COL3A1,HTRA3,SOX11,CDH5,CLDN5,PDE2A,ADAMTSL2
GO:0035924	cellular response to vascular endothelial growth factor stimulus	5.08e-04	5.08e-04	1	DCN,FLT4,SEMA6A,SMOC2,PDGFRB,NR4A1,KDR,PDGFRA,SPRY2,ADAMTS12,EGR3,GAS1
